covariate_mode,meal_type,model,quantile_tau,treat_offset,minutes,n_obs,ACME,ACME_lower,ACME_upper,ACME_p,ADE,ADE_lower,ADE_upper,ADE_p,total_effect,total_lower,total_upper,total_p,prop_mediated,m_resid_skew,m_resid_kurt,m_shapiro_p,y_resid_skew,y_resid_kurt,y_shapiro_p
pca,ALL,qr,0.5,30.0,65.0,190.0,-2.5522841156470446,-7.27689589909423,2.3741161068530596,0.304,6.5188341366070155,-1.086906651395816,13.916979803530838,0.094,3.9665500209599704,-1.6241085445818035,9.736913883225004,0.178,-0.6434518919868177,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,-0.4055682805083312,0.7463106324916606,0.0538887833914454
pca,ALL,qr,0.95,30.0,65.0,190.0,-6.51284061632103,-10.221208193775864,-3.175634210772043,0.0,7.85459882293384,2.0125602377231355,13.645966985153446,0.006,1.3417582066128106,-4.2903014738571565,6.974770168015457,0.644,-4.853959964040251,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,-0.4572552595750002,0.2671518682950298,0.0136090582937039
pca,ALL,qr,0.75,30.0,65.0,190.0,-9.650222601940854,-16.829546511599688,-3.038594073623209,0.004,14.16935961046132,5.4591140289100935,23.100000400500395,0.004,4.519137008520466,-1.1202328974080005,9.951114605989424,0.12,-2.135412709051782,1.5954216248810384,3.6735613150788495,5.7713447169374486e-12,-0.5699131883238555,0.7874608622370318,0.0055151343506521
pca,ALL,qr,0.25,30.0,70.0,190.0,-7.176071237495394,-16.248224439299406,0.6408259636208481,0.082,12.239413629352146,1.7893033573346122,23.7792226929578,0.024,5.063342391856753,-1.8909751846211995,12.060959593791544,0.144,-1.4172597233472677,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,-0.3820783523265789,0.5780391802659324,0.059171538043736
pca,ALL,qr,0.5,30.0,70.0,190.0,-5.924599832478117,-11.013772339503472,-1.3720800209787194,0.006,9.283687814114788,2.02743900798038,16.404652550765796,0.006,3.3590879816366703,-2.347721922011768,8.727686125736353,0.214,-1.7637525021275078,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,-0.4299008003894609,0.832597687716139,0.041675813999811
pca,ALL,qr,0.75,30.0,70.0,190.0,-9.861610556187054,-18.518953860356714,-1.186495840663182,0.016,15.213803533758677,4.273750717058579,27.03238050245142,0.006,5.352192977571623,-1.1515628774690048,11.662029993704468,0.102,-1.8425364327318083,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,-0.5046405151534437,0.6991067957976567,0.0171331734425901
pca,ALL,qr,0.95,30.0,70.0,190.0,-5.416600097726493,-11.19785527548309,0.2627220301773982,0.058,8.641109062289857,3.9553650356655776,13.443098802859993,0.0,3.224508964563364,-2.644125200634073,9.314316038530244,0.33,-1.679821689830521,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,-0.4161855067897377,0.4168311979671064,0.0417740753058541
pca,ALL,qr,0.25,30.0,75.0,190.0,-9.265807250677028,-19.888244312828284,1.124830928599234,0.076,14.7796476869496,-0.1944673365482411,28.82765479858391,0.054,5.513840436272572,-4.378126428818749,14.863480175777106,0.25,-1.6804634370124854,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,-0.3166059663855321,0.4902480560857212,0.2115909733408832
pca,ALL,qr,0.5,30.0,75.0,190.0,-7.1723100517817535,-14.308111542560823,-0.1405833661344967,0.046,10.462849012519913,1.9979556313725624,19.41216076170041,0.018,3.29053896073816,-1.7875528966885683,8.659762916383963,0.224,-2.179676380483519,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,-0.3294679502296799,0.6901375309490865,0.0927923865276128
pca,ALL,qr,0.75,30.0,75.0,190.0,-8.466438815150134,-15.782131253749576,-0.7916881795996371,0.028,12.16936980085316,1.442821155223719,23.10285764137832,0.028,3.702930985703025,-3.650169459907136,10.79690273674145,0.3,-2.2864155037830733,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,-0.4078243853189987,0.5587642471566747,0.0734516999785117
pca,ALL,qr,0.95,30.0,75.0,190.0,-5.384856768352715,-13.068824562786965,1.920228115872321,0.168,8.031647557335864,0.2111338315624927,15.91924154995914,0.042,2.6467907889831492,-3.8742734831989303,8.930797443518456,0.384,-2.0344852304784857,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,-0.3536611961592451,0.3348904082509598,0.1107262050389487
pca,ALL,qr,0.25,30.0,80.0,190.0,-9.041435930400676,-20.79104273031793,2.055472686737971,0.122,11.322150614803917,-4.239745336057456,26.241317272283208,0.186,2.2807146844032378,-8.298608584537428,12.43876536803386,0.642,-3.964299433081618,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,-0.1847012213632969,0.1888956228158349,0.6352651964412247
pca,ALL,qr,0.5,30.0,80.0,190.0,-7.697646256595025,-14.92043149752604,-0.4623781076635211,0.044,10.815729987361449,1.4810273525023323,19.87300999991844,0.024,3.1180837307664233,-1.704435042286642,7.646871305722864,0.184,-2.4687105675327543,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,-0.2055899026887533,0.3366372042753385,0.4584510512366779
pca,ALL,qr,0.75,30.0,80.0,190.0,-7.340239748124114,-12.326136227148163,-2.489212388516681,0.0,10.93301918420024,0.6686916244428182,20.49543402565475,0.034,3.5927794360761256,-4.525976781607753,11.722707146842046,0.378,-2.043053262445968,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,-0.3158399078134278,0.4060491773388044,0.2630949774498767
pca,ALL,qr,0.95,30.0,80.0,190.0,-7.646230140081649,-14.118653979516107,-1.1096390617629746,0.02,11.31110327911288,5.698973354041609,16.8135502706799,0.0,3.6648731390312337,-0.5068358558519764,7.994994453731409,0.084,-2.086356021071671,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,-0.3186568106718121,0.2803859647916922,0.2632251643749382
pca,ALL,qr,0.25,30.0,85.0,190.0,-8.706131588565158,-19.490801246356668,1.2357607980973566,0.086,11.02585703825462,-4.750920907370148,27.547056816459275,0.184,2.3197254496894613,-9.259378304999,13.709532137482393,0.696,-3.753087068873016,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,-0.1213568224376832,0.0019895354882595,0.7577959300748869
pca,ALL,qr,0.5,30.0,85.0,190.0,-7.488118241017244,-16.445936861836028,0.8399162395721083,0.092,11.184588735985868,0.1077641059528573,22.265902840593668,0.05,3.696470494968623,-2.651897357346888,9.898933746198605,0.24,-2.0257481430487667,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,-0.109039194586669,0.0759727558316085,0.78671332986182
pca,ALL,qr,0.75,30.0,85.0,190.0,-9.009183454383114,-15.58600950562476,-2.892897450534944,0.004,15.883236368529854,4.23080762464517,28.325663637078076,0.01,6.874052914146739,-2.800498973056111,17.446921131798774,0.18,-1.3106072308291803,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,-0.2614475552772412,0.3721671786990286,0.481756408822807
pca,ALL,qr,0.95,30.0,85.0,190.0,-9.530859643428432,-14.38848409303945,-4.822893470949806,0.0,16.628629049849568,11.117017359554907,22.11973628164367,0.0,7.097769406421136,2.233990033573388,11.684302785566622,0.008,-1.3427964614919938,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,-0.2482826405560786,0.1490538127879346,0.2926308497324258
pca,ALL,qr,0.25,30.0,90.0,190.0,-7.327961230128984,-17.651569973958132,2.362298660039397,0.15,12.16780014788625,-3.439463078501631,28.286754699029615,0.142,4.839838917757266,-6.398271733609284,16.08603440383232,0.426,-1.5140919676567852,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,-0.1454483752948128,-0.0088067097725108,0.7930862166963448
pca,ALL,qr,0.5,30.0,90.0,190.0,-9.463564643301511,-18.004198972780834,-0.9063582614130988,0.04,13.827432567490415,3.1183196065195897,23.970967896212233,0.014,4.363867924188906,-1.1886086936266738,9.571153741765867,0.114,-2.16861848426828,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,-0.0874814356011712,-0.0340286735550336,0.6648923770590492
pca,ALL,qr,0.95,30.0,90.0,190.0,-8.228127449772764,-17.620564642956484,-0.0271698367468108,0.048,15.207387701830866,4.149935171699641,27.51595533965252,0.01,6.979260252058102,-1.678157564783974,15.81337912947131,0.118,-1.178939766194617,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,-0.2188018948686204,0.0947503759667185,0.3299662383493438
pca,ALL,qr,0.75,30.0,90.0,190.0,-10.813506288127837,-16.23600575427373,-5.686055714329462,0.0,19.3306557716758,9.024860318120366,29.751496904646945,0.0,8.517149483547962,-0.0584981789477382,17.81984162195337,0.054,-1.2696156512241097,1.5954216248810384,3.6735613150788495,5.7713447169374486e-12,-0.2741765422655011,0.4624428267645055,0.3291318930046833
pca,ALL,qr,0.25,30.0,95.0,190.0,-6.634930101600539,-17.329795031695877,3.818029136317672,0.206,12.100765321932432,-3.6733860058133607,28.71196275197567,0.164,5.4658352203318925,-7.1971109124081005,17.984589873114707,0.392,-1.2138913513015963,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,-0.0990461108806703,-0.0362498646641502,0.8729592053363768
pca,ALL,qr,0.5,30.0,95.0,190.0,-9.62600850487553,-19.623384467243863,-0.2130530685220335,0.05,15.459267791059968,3.7902375805949746,27.553250586848943,0.008,5.833259286184438,-1.1754382782960664,13.032501692848504,0.106,-1.6501938337755508,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,-0.0766605758067318,0.0134563627667203,0.8649468400195193
pca,ALL,qr,0.95,30.0,95.0,190.0,-9.486128816585282,-14.927851494372616,-4.0888242058084465,0.0,14.244176120568088,-1.5321749309934949,30.236189002412363,0.072,4.758047303982807,-7.338321456812856,16.518730456414286,0.456,-1.9937020820799216,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,-0.1464643548713793,0.0031832373321236,0.5562945998421694
pca,ALL,qr,0.75,30.0,95.0,190.0,-9.349427871603696,-14.706839759935558,-4.031274276149951,0.0,18.505105296557428,9.12993587282505,27.306711118312386,0.0,9.155677424953732,1.255596328731167,16.289257661940145,0.02,-1.021161781663681,1.5954216248810384,3.6735613150788495,5.7713447169374486e-12,-0.2452046510276357,0.327924178279896,0.414214899291937
pca,ALL,qr,0.25,30.0,100.0,190.0,-6.380450115892653,-19.12334748581137,6.694177594822477,0.324,11.699379751395094,-6.720902425956937,31.00127937523127,0.22,5.318929635502442,-8.071223196038654,18.10131836688341,0.436,-1.1995740784583508,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,-0.0894853442591535,-0.0496450064682143,0.844681473885641
pca,ALL,qr,0.75,30.0,100.0,190.0,-8.044320023282559,-15.441294510195773,-0.7775342381039404,0.028,17.03879409255778,4.842999002104507,29.096080201855905,0.002,8.994474069275222,0.0219299940122549,18.184577388646304,0.048,-0.8943624675912566,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,-0.229735512967863,0.4276474281252765,0.3728447613003143
pca,ALL,qr,0.5,30.0,100.0,190.0,-9.597675780806922,-18.029163458806572,-1.82251372278671,0.02,18.90874224847664,8.475070128718208,30.05174628810543,0.004,9.311066467669718,2.280826397009302,16.439705706337065,0.014,-1.0307815773985054,1.5954216248810384,3.6735613150788495,5.7713447169374486e-12,-0.1288140870695317,0.1991836119127841,0.6243198553334155
pca,ALL,qr,0.95,30.0,100.0,190.0,-9.218379945285273,-19.02925462762559,0.1365614474633559,0.052,13.321524950171398,0.6403724742840895,25.898067787971403,0.04,4.103145004886124,-5.349738632309698,13.830112837581142,0.416,-2.246661995690575,1.5954216248810384,3.6735613150788495,5.7713447169374486e-12,-0.1151690881666612,-0.0169822046667116,0.6586251969322329
pca,ALL,qr,0.25,30.0,105.0,190.0,-6.944245299155993,-18.07547962059965,3.7945086518839175,0.2,11.597864465878702,-4.69871585596723,28.51698625262892,0.176,4.6536191667227085,-5.910817400896356,16.648506068991548,0.43,-1.4922246643672925,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,-0.0650976912433397,-0.0533638097439292,0.8321162273845674
pca,ALL,qr,0.5,30.0,105.0,190.0,-9.789839212166868,-17.50044382188106,-2.868574863490854,0.008,17.370078676234318,5.820816516569663,28.26145573520517,0.004,7.580239464067451,-0.6679273210095509,15.95864420242662,0.086,-1.291494715776931,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,-0.0783027951219648,0.1020045288118876,0.7162560908302786
pca,ALL,qr,0.75,30.0,105.0,190.0,-6.291265742172414,-16.09176577295295,2.983703592589863,0.146,14.530705693565777,-0.0074528797098983,28.856691739817663,0.052,8.239439951393361,-1.8634011479285943,18.235960091273753,0.11,-0.763555020642939,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,-0.1872604694144508,0.275896597683539,0.4035847608789614
pca,ALL,qr,0.95,30.0,105.0,190.0,-11.367527488380896,-21.168352954864257,-1.40155220291679,0.026,15.674529587911024,3.8340710696454536,27.12746647305868,0.01,4.307002099530126,-3.811067188990679,11.724435973748822,0.288,-2.6393131987609295,1.5954216248810384,3.6735613150788495,5.7713447169374486e-12,-0.1512638573450588,0.0025914090680472,0.6082075905485798
pca,ALL,qr,0.25,30.0,110.0,190.0,-6.066195787227559,-15.083417267057367,2.5018294887032604,0.136,11.802276987160978,-1.0246768971165643,23.65288409287817,0.064,5.736081199933418,-3.2466301481861612,14.158957635804864,0.198,-1.0575505429208312,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,-0.0244718184040038,-0.0531479236445782,0.8418932437916751
pca,ALL,qr,0.75,30.0,110.0,190.0,-7.967759633382763,-19.778164795280745,3.8262857369812657,0.196,17.21420001992189,1.510021626172264,32.67195267642856,0.03,9.246440386539128,0.6471752479802446,17.83355821489256,0.038,-0.8617110261135891,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,-0.1504127816606503,0.2879338249862688,0.3641367752042603
pca,ALL,qr,0.95,30.0,110.0,190.0,-12.05378930416282,-20.938166837528833,-3.2882118006480283,0.004,19.15818842135545,9.240109943469404,28.694749990610717,0.0,7.1043991171926315,1.32759765493293,12.912513885414524,0.016,-1.6966655596520013,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,-0.1497428543469478,0.0620292935248683,0.5817958490955613
pca,ALL,qr,0.5,30.0,110.0,190.0,-10.972089467498115,-18.5638546701924,-4.230777970604936,0.004,19.140166744510797,8.065545807973475,30.877968100203688,0.0,8.168077277012678,-0.7148368865047781,16.99631062943678,0.07,-1.3432891359116712,1.5954216248810384,3.6735613150788495,5.7713447169374486e-12,-0.0339871519611771,0.0930646007496771,0.6441315991742769
pca,ALL,qr,0.25,30.0,115.0,190.0,-7.408358398523127,-16.95558123861212,1.775427249373829,0.106,12.886449900352314,-0.2431846948911333,26.78641105006856,0.056,5.478091501829188,-4.098392699115823,15.628131882261345,0.298,-1.3523612002554912,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,0.0328453319539186,-0.0445132801971031,0.6509772176030599
pca,ALL,qr,0.75,30.0,115.0,190.0,-6.964720695568061,-18.586939074856808,4.362877391412531,0.198,17.713996621490498,2.756170439756921,33.707346362756454,0.024,10.749275925922436,1.8661562001361545,19.388082897827537,0.012,-0.64792463637223,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,-0.1485757330324448,0.3813002106156653,0.5648995073185644
pca,ALL,qr,0.95,30.0,115.0,190.0,-13.106955047031738,-18.935603738424504,-7.564497384708306,0.0,17.24948373831607,11.892665244157852,22.40465655686477,0.0,4.142528691284331,-1.4227689847209009,9.494666776354991,0.132,-3.1639986162577713,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,-0.0249373653311278,0.0147858542319188,0.6462471750564938
pca,ALL,qr,0.5,30.0,115.0,190.0,-10.976953235203354,-17.864919208443826,-4.101624572359175,0.0,20.197111143851338,9.44133423297026,31.09930863925762,0.0,9.22015790864798,0.8624978688813941,18.085059544309516,0.032,-1.1905385291620223,1.5954216248810384,3.6735613150788495,5.7713447169374486e-12,-0.009137590245669,0.1710323918132927,0.6094905248829318
pca,ALL,qr,0.5,30.0,120.0,190.0,-10.05767837964235,-15.985176338123782,-4.358239257931202,0.0,19.713126980060412,9.242589124766498,30.03310388213894,0.0,9.65544860041806,0.6802446769117636,18.364111655900544,0.04,-1.041658321210148,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,0.0022162646551571,0.1724215107017106,0.8176425548770563
pca,ALL,qr,0.95,30.0,120.0,190.0,-14.277530548558149,-21.02593537894243,-7.863595411531521,0.0,18.2393209380314,8.949052695114707,28.08293780136349,0.0,3.961790389473256,-3.4931666578913743,11.811334607569522,0.306,-3.603807658904547,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,-0.0162771616644371,0.0928238242459413,0.5054746781474361
pca,ALL,qr,0.25,30.0,120.0,190.0,-7.342252743179975,-17.406888822454597,2.7533837063566606,0.134,10.953526675383507,-3.101913501746725,25.00627046549018,0.15,3.611273932203532,-6.892270339603548,13.646489218192755,0.518,-2.033147548765393,1.5954216248810384,3.6735613150788495,5.7713447169374486e-12,0.0944609442649719,-0.1006969947663449,0.3526333908826794
pca,ALL,qr,0.75,30.0,120.0,190.0,-5.787291312363014,-17.209552139771805,5.983738494966325,0.308,19.733384985904287,4.425485493731713,33.846815831988614,0.018,13.946093673541272,4.816438862381723,23.47471760468865,0.006,-0.4149757952180363,1.5954216248810384,3.6735613150788495,5.7713447169374486e-12,-0.1811453811853728,0.4685514576168539,0.6231153951293565
pca,ALL,qr,0.5,30.0,125.0,190.0,-9.282882561495038,-15.919676265190784,-3.276664440724725,0.006,16.65494474814694,5.3219193676047585,28.740152989818093,0.0,7.372062186651901,-1.9704662056269,16.434187176053033,0.132,-1.2591975388247445,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,0.0857876145027819,0.0387930226211512,0.7135409038920966
pca,ALL,qr,0.95,30.0,125.0,190.0,-15.074847637900149,-24.433379807218728,-6.505282783811584,0.0,21.19797885802071,11.384934992594998,31.615427780022088,0.0,6.123131220120564,-1.7065608430062038,14.616126145388264,0.15,-2.461950772566217,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,0.0098959482877825,0.0899755821042984,0.3784092742265159
pca,ALL,qr,0.25,30.0,125.0,190.0,-6.391338293036981,-15.766404961496834,2.970552735105993,0.188,9.648207789781043,-4.572425996759742,24.02686913102067,0.186,3.256869496744064,-6.640144708329751,13.447349388985876,0.518,-1.962417683430818,1.5954216248810384,3.6735613150788495,5.7713447169374486e-12,0.1343090993021023,-0.0909583357073313,0.3715405704615763
pca,ALL,qr,0.75,30.0,125.0,190.0,-7.298745343343021,-18.68891048696084,4.225127283055688,0.214,21.008644947522292,4.68378562271027,36.45458331260424,0.014,13.70989960417927,3.078991561131064,23.9164382270223,0.006,-0.5323704442823273,1.5954216248810384,3.6735613150788495,5.7713447169374486e-12,-0.1355381496775225,0.3711119234374078,0.7009385945171662
pca,ALL,qr,0.5,30.0,130.0,190.0,-5.613498524426784,-14.165852374197222,2.6239137442582714,0.192,11.347258986502206,-3.5566032920088846,25.93891477389524,0.136,5.7337604620754234,-5.047520483930553,16.029596490230578,0.306,-0.9790256432154634,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,0.1067062939755138,0.0443310286851992,0.8670670414591704
pca,ALL,qr,0.75,30.0,130.0,190.0,-5.686785820704012,-16.581894168406222,3.802808380597298,0.256,16.966978990220777,3.0235095481794483,30.866735806972056,0.028,11.280193169516766,1.6656010294249306,20.965677135337582,0.024,-0.5041390457808649,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,-0.0634893493327945,0.3068737473224709,0.8983098741819426
pca,ALL,qr,0.95,30.0,130.0,190.0,-14.77546715740337,-24.267707569051957,-5.497441775658677,0.0,23.493324772037912,11.848738957254264,36.2290261783698,0.0,8.717857614634543,0.960480802210648,16.74656380021437,0.024,-1.6948507088025853,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,-0.0559515510923834,0.263899684877467,0.7709424986186786
pca,ALL,qr,0.25,30.0,130.0,190.0,-6.281292070389851,-18.42061744972152,4.744302216977002,0.288,9.202200339221069,-6.265367417381255,25.182551932257432,0.246,2.920908268831215,-6.315131117368175,11.969718918328514,0.504,-2.150458519158931,1.5954216248810384,3.6735613150788495,5.7713447169374486e-12,0.1406385534867845,-0.0374030337029527,0.6549205826460704
pca,ALL,qr,0.25,30.0,135.0,190.0,-6.5054686938338255,-18.347255238189845,4.736662802921356,0.252,8.950921218321003,-4.323185492947203,21.63431925746655,0.186,2.4454525244871776,-3.6902007510944737,8.351729846868993,0.414,-2.66023103237224,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,0.1557729817432215,0.0284705307497241,0.7122103543816473
pca,ALL,qr,0.5,30.0,135.0,190.0,-3.946073064392392,-11.754162116350171,3.812293734464612,0.296,10.11278335892537,-2.6390274074763025,22.581744657823258,0.12,6.166710294532979,-3.997994251503107,16.07817856789074,0.262,-0.6398992130197415,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,0.1209573601889602,0.1064585996995788,0.8636351308118722
pca,ALL,qr,0.75,30.0,135.0,190.0,-9.26703705285891,-20.398290936741407,1.482428353993118,0.09,17.295719427187837,3.3083421497680563,30.673556751843897,0.008,8.028682374328925,-0.834073506923649,16.601887822180725,0.09,-1.1542413338569135,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,-0.0577430318196278,0.2640471682850851,0.8899784805415845
pca,ALL,qr,0.95,30.0,135.0,190.0,-15.825763501421005,-27.15099563690468,-4.5244985610703825,0.002,26.262616878783792,12.748175084843597,40.76497948410767,0.0,10.436853377362787,-0.0769666293635013,21.40739430979416,0.054,-1.5163347542801164,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,-0.0822290742654816,0.4253194920861407,0.6899540653892948
pca,ALL,qr,0.25,30.0,140.0,190.0,-5.425593318091805,-18.100576290990457,6.652746983105332,0.41,7.678458444217912,-6.680614768039771,21.61544370217994,0.314,2.2528651261261072,-4.272490259764539,8.798944487317215,0.522,-2.4083080940674564,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,0.1726856758373676,0.1409016061362105,0.5908353625069728
pca,ALL,qr,0.75,30.0,140.0,190.0,-8.30481530844279,-18.49390009787026,1.549761423122011,0.106,19.67913399627388,5.835408536351499,32.114539113544105,0.01,11.374318687831092,3.241508374746109,18.942973352528043,0.012,-0.7301373854882195,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,-0.0472807908336841,0.4274771015186238,0.935561169795135
pca,ALL,qr,0.95,30.0,140.0,190.0,-16.311978592178043,-31.18136544598328,-2.9880580000820895,0.014,26.25053835650453,9.99090478633758,44.97027196673347,0.002,9.938559764326488,-4.110205856770846,22.851126054593312,0.14,-1.6412819341015925,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,-0.085332497612308,0.4661458461978069,0.7035096005919315
pca,ALL,qr,0.5,30.0,140.0,190.0,-8.33518441534857,-16.935672641519513,-0.1919140373808644,0.048,15.140055001389882,0.3213828843643378,29.36902944570583,0.048,6.804870586041313,-4.779437882836346,18.30390092342218,0.25,-1.2248850745885391,1.5954216248810384,3.6735613150788495,5.7713447169374486e-12,0.1079103180877204,0.1894859284845433,0.9347286285944748
pca,ALL,qr,0.25,30.0,145.0,190.0,-6.212264251559054,-17.222873441599006,5.041831881416112,0.306,7.5760724275606,-6.4723464104140165,20.511676585208697,0.26,1.363808176001546,-6.327200431879712,8.141434880594712,0.696,-4.555086529670439,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,0.249172722709416,0.2111219043788623,0.2433777584449476
pca,ALL,qr,0.75,30.0,145.0,190.0,-8.33819183597069,-18.82804929564237,1.8181011394573396,0.116,19.10976502425529,5.124928403580258,32.87508732530198,0.006,10.771573188284597,2.7048826494127,18.69380897655476,0.012,-0.7740922974036414,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,0.0107111391865782,0.4783236629210479,0.8835151001482358
pca,ALL,qr,0.95,30.0,145.0,190.0,-17.39878349746626,-31.320015157376364,-2.42204169965649,0.018,30.931952572830323,10.893308895255627,50.82541784137027,0.002,13.533169075364064,-4.116354205338869,31.26364102992804,0.128,-1.285640000547928,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,-0.1825245701428297,0.6193059514443253,0.3465825836896919
pca,ALL,qr,0.5,30.0,145.0,190.0,-7.429374815683912,-15.155028945102794,-0.2307310877947734,0.044,12.5222372008186,-0.4670529756430197,25.642899622280197,0.062,5.09286238513469,-5.238518939459371,15.509318138538678,0.358,-1.4587817721855505,1.5954216248810384,3.6735613150788495,5.7713447169374486e-12,0.1814592869316544,0.2715606459592417,0.7257517407907765
pca,ALL,qr,0.25,30.0,150.0,190.0,-8.190054410264592,-20.170071731049557,3.921082750659096,0.188,8.92959882725771,-6.885108774399139,23.683908285795702,0.284,0.7395444169931178,-5.954595317542418,7.441209336877133,0.852,-11.074459115740725,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,0.2527408763220721,0.312842905529898,0.3185292731203072
pca,ALL,qr,0.5,30.0,150.0,190.0,-6.061482099604783,-12.341874312303345,0.0617980321918439,0.052,9.199094737903854,-1.6865427101718902,20.237017809001713,0.102,3.137612638299071,-6.592987227428319,12.737485434109086,0.504,-1.931877130279144,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,0.2478418145734312,0.3774576360078265,0.4147786132818148
pca,ALL,qr,0.75,30.0,150.0,190.0,-7.79255744440788,-17.773908400327848,2.1490502287783406,0.116,18.085627791352145,5.070090695420296,31.06952178608692,0.006,10.293070346944264,2.1374262332921465,18.904790792613166,0.02,-0.7570683170081782,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,0.0746515097036283,0.5222181330116857,0.8670232181714899
pca,ALL,qr,0.95,30.0,150.0,190.0,-17.729237749551192,-35.89604259566096,1.530543338452086,0.074,32.20740831088939,10.772238357829224,52.681199896271366,0.002,14.4781705613382,-0.333988396129186,28.618847861050952,0.058,-1.2245495848000634,1.5954216248810384,3.6735613150788495,5.7713447169374486e-12,-0.1615864044605398,0.7212603953735477,0.3029735170027847
pca,ALL,qr,0.25,30.0,155.0,190.0,-8.953763934025044,-20.100096891949217,1.9812191135967023,0.092,12.0929070915479,-1.2975530003626534,25.220539625168975,0.08,3.139143157522856,-2.2011370424178542,9.154982662403883,0.286,-2.852295510183292,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,0.2868772970862633,0.4966100992342976,0.28190643190631
pca,ALL,qr,0.5,30.0,155.0,190.0,-4.522731591473768,-10.995043203046674,1.8633092691781463,0.162,7.531744777453597,-3.694734198925856,18.845868875680583,0.216,3.0090131859798297,-6.791357405068313,12.893781348663868,0.56,-1.5030614064926484,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,0.2935483646638507,0.5773438807289564,0.1109536504611704
pca,ALL,qr,0.75,30.0,155.0,190.0,-9.214821925833164,-18.704535877019644,-0.3533627501216123,0.034,18.665706677144662,7.376266865709551,31.05012955425004,0.0,9.4508847513115,1.407748205483984,17.604387204892124,0.022,-0.9750221453662764,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,0.1170140805879316,0.6921863247237949,0.4266330505978936
pca,ALL,qr,0.95,30.0,155.0,190.0,-19.228489624322645,-39.220330719145615,2.0387117597488005,0.062,34.5960417709302,9.327494107161607,58.88182069585653,0.02,15.367552146607553,-3.295414529634795,33.9592817242111,0.102,-1.2512395885097034,1.5954216248810384,3.6735613150788495,5.7713447169374486e-12,-0.1402841864041617,0.7997684439181016,0.1454249837501507
pca,ALL,qr,0.25,30.0,160.0,190.0,-8.613853492749449,-18.906774176590144,1.655270161728024,0.102,12.516421239875363,0.8015005715238197,24.240719287444616,0.034,3.902567747125916,-2.302385536395045,9.982708753236537,0.2,-2.20722715168576,1.5954216248810384,3.6735613150788495,5.771344716937449e-12,0.262220028477003,0.63205732817024,0.2474310481957065
